,conf,doi,fig_num,fig_page,mention_page,mention_heading,mention_heading_txt,path,total_pages
15884,icse-icse2024,10.1145/3597503.3639214,2,2,2.0,2 BACKGROUND,BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639214-Figure2-1.png,12
15885,icse-icse2024,10.1145/3597503.3639214,4,7,7.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639214-Figure4-1.png,12
15886,icse-icse2024,10.1145/3597503.3639214,5,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639214-Figure5-1.png,12
15887,icse-icse2024,10.1145/3597503.3639214,6,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639214-Figure6-1.png,12
15888,icse-icse2024,10.1145/3597503.3639214,3,4,4.0,3 OVERVIEW AND DESIGN,OVERVIEW AND DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639214-Figure3-1.png,12
15889,icse-icse2024,10.1145/3597503.3623342,5,5,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623342-Figure5-1.png,12
15890,icse-icse2024,10.1145/3597503.3623342,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623342-Figure1-1.png,12
15891,icse-icse2024,10.1145/3597503.3623342,6,9,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623342-Figure6-1.png,12
15892,icse-icse2024,10.1145/3597503.3623342,2,2,2.0,2 MOTIVATION,MOTIVATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623342-Figure2-1.png,12
15893,icse-icse2024,10.1145/3597503.3623342,4,4,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623342-Figure4-1.png,12
15894,icse-icse2024,10.1145/3597503.3623342,3,4,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623342-Figure3-1.png,12
15895,icse-icse2024,10.1145/3597503.3639137,8,10,9.0,4 EMPIRICAL EVALUATION,EMPIRICAL EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639137-Figure8-1.png,13
15896,icse-icse2024,10.1145/3597503.3639137,2,2,1.0,2 MOTIVATING EXAMPLE,MOTIVATING EXAMPLE,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639137-Figure2-1.png,13
15897,icse-icse2024,10.1145/3597503.3639137,3,2,2.0,2 MOTIVATING EXAMPLE,MOTIVATING EXAMPLE,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639137-Figure3-1.png,13
15898,icse-icse2024,10.1145/3597503.3639137,5,7,7.0,4 EMPIRICAL EVALUATION,EMPIRICAL EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639137-Figure5-1.png,13
15899,icse-icse2024,10.1145/3597503.3639137,4,3,3.0,2 MOTIVATING EXAMPLE,MOTIVATING EXAMPLE,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639137-Figure4-1.png,13
15900,icse-icse2024,10.1145/3597503.3639137,6,8,7.0,4 EMPIRICAL EVALUATION,EMPIRICAL EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639137-Figure6-1.png,13
15901,icse-icse2024,10.1145/3597503.3639137,7,8,8.0,4 EMPIRICAL EVALUATION,EMPIRICAL EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639137-Figure7-1.png,13
15902,icse-icse2024,10.1145/3597503.3639169,1,2,2.0,2 STUDY DESIGN,STUDY DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639169-Figure1-1.png,12
15903,icse-icse2024,10.1145/3597503.3639169,2,3,3.0,3 PREVALENCE OF BAZEL ABANDONMENT,PREVALENCE OF BAZEL ABANDONMENT,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639169-Figure2-1.png,12
15904,icse-icse2024,10.1145/3597503.3639169,3,4,4.0,3 PREVALENCE OF BAZEL ABANDONMENT,PREVALENCE OF BAZEL ABANDONMENT,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639169-Figure3-1.png,12
15905,icse-icse2024,10.1145/3597503.3639176,2,5,4.0,3 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639176-Figure2-1.png,13
15906,icse-icse2024,10.1145/3597503.3639176,3,5,4.0,3 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639176-Figure3-1.png,13
15907,icse-icse2024,10.1145/3597503.3639176,4,6,5.0,3 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639176-Figure4-1.png,13
15908,icse-icse2024,10.1145/3597503.3639176,5,6,6.0,3 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639176-Figure5-1.png,13
15909,icse-icse2024,10.1145/3597503.3639176,6,7,6.0,3 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639176-Figure6-1.png,13
15910,icse-icse2024,10.1145/3597503.3639176,1,3,3.0,2 METHODOLOGY,METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639176-Figure1-1.png,13
15911,icse-icse2024,10.1145/3597503.3639162,6,5,4.0,4 REPOSITORY ANALYSIS,REPOSITORY ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure6-1.png,13
15912,icse-icse2024,10.1145/3597503.3639162,7,5,5.0,4 REPOSITORY ANALYSIS,REPOSITORY ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure7-1.png,13
15913,icse-icse2024,10.1145/3597503.3639162,8,6,5.0,4 REPOSITORY ANALYSIS,REPOSITORY ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure8-1.png,13
15914,icse-icse2024,10.1145/3597503.3639162,11,9,8.0,5 APPLICATION,APPLICATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure11-1.png,13
15915,icse-icse2024,10.1145/3597503.3639162,1,2,1.0,2 BACKGROUND,BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure1-1.png,13
15916,icse-icse2024,10.1145/3597503.3639162,3,2,2.0,2 BACKGROUND,BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure3-1.png,13
15917,icse-icse2024,10.1145/3597503.3639162,9,7,6.0,4 REPOSITORY ANALYSIS,REPOSITORY ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure9-1.png,13
15918,icse-icse2024,10.1145/3597503.3639162,10,7,8.0,5 APPLICATION,APPLICATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure10-1.png,13
15919,icse-icse2024,10.1145/3597503.3639162,4,4,3.0,4 REPOSITORY ANALYSIS,REPOSITORY ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure4-1.png,13
15920,icse-icse2024,10.1145/3597503.3639162,5,4,4.0,4 REPOSITORY ANALYSIS,REPOSITORY ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639162-Figure5-1.png,13
15921,icse-icse2024,10.1145/3597503.3623332,1,1,2.0,,,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623332-Figure1-1.png,13
15922,icse-icse2024,10.1145/3597503.3623332,4,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623332-Figure4-1.png,13
15923,icse-icse2024,10.1145/3597503.3623332,3,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623332-Figure3-1.png,13
15924,icse-icse2024,10.1145/3597503.3623332,2,4,4.0,3.2 Repair Synthesis,Repair Synthesis,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623332-Figure2-1.png,13
15925,icse-icse2024,10.1145/3597503.3639110,5,5,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639110-Figure5-1.png,13
15926,icse-icse2024,10.1145/3597503.3639110,6,5,5.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639110-Figure6-1.png,13
15927,icse-icse2024,10.1145/3597503.3639110,1,2,2.0,2 MOTIVATION AND PRELIMINARIES,MOTIVATION AND PRELIMINARIES,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639110-Figure1-1.png,13
15928,icse-icse2024,10.1145/3597503.3639110,7,7,7.0,4 EXPERIMENT SETUP,EXPERIMENT SETUP,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639110-Figure7-1.png,13
15929,icse-icse2024,10.1145/3597503.3639110,2,3,3.0,2 MOTIVATION AND PRELIMINARIES,MOTIVATION AND PRELIMINARIES,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639110-Figure2-1.png,13
15930,icse-icse2024,10.1145/3597503.3639110,3,3,3.0,2 MOTIVATION AND PRELIMINARIES,MOTIVATION AND PRELIMINARIES,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639110-Figure3-1.png,13
15931,icse-icse2024,10.1145/3597503.3639110,4,4,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639110-Figure4-1.png,13
15932,icse-icse2024,10.1145/3597503.3639090,2,5,5.0,4 MEASUREMENT RESULT,MEASUREMENT RESULT,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639090-Figure2-1.png,12
15933,icse-icse2024,10.1145/3597503.3639090,3,5,5.0,4 MEASUREMENT RESULT,MEASUREMENT RESULT,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639090-Figure3-1.png,12
15934,icse-icse2024,10.1145/3597503.3639090,7,9,9.0,5 TOWARDS BETTER DEFENSE,TOWARDS BETTER DEFENSE,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639090-Figure7-1.png,12
15935,icse-icse2024,10.1145/3597503.3639090,1,3,2.0,3 STUDY WORKFLOW AND METHODOLOGY,STUDY WORKFLOW AND METHODOLOGY,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639090-Figure1-1.png,12
15936,icse-icse2024,10.1145/3597503.3639090,4,8,7.0,4 MEASUREMENT RESULT,MEASUREMENT RESULT,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639090-Figure4-1.png,12
15937,icse-icse2024,10.1145/3597503.3639090,5,8,8.0,4 MEASUREMENT RESULT,MEASUREMENT RESULT,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639090-Figure5-1.png,12
15938,icse-icse2024,10.1145/3597503.3639090,6,8,8.0,5 TOWARDS BETTER DEFENSE,TOWARDS BETTER DEFENSE,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639090-Figure6-1.png,12
15939,icse-icse2024,10.1145/3597503.3639210,7,6,6.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure7-1.png,12
15940,icse-icse2024,10.1145/3597503.3639210,1,2,2.0,2 BACKGROUND AND MOTIVATION,BACKGROUND AND MOTIVATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure1-1.png,12
15941,icse-icse2024,10.1145/3597503.3639210,8,7,6.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure8-1.png,12
15942,icse-icse2024,10.1145/3597503.3639210,9,7,7.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure9-1.png,12
15943,icse-icse2024,10.1145/3597503.3639210,4,3,4.0,3 DESIGN,DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure4-1.png,12
15944,icse-icse2024,10.1145/3597503.3639210,2,3,2.0,3 DESIGN,DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure2-1.png,12
15945,icse-icse2024,10.1145/3597503.3639210,3,3,3.0,3 DESIGN,DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure3-1.png,12
15946,icse-icse2024,10.1145/3597503.3639210,5,4,9.0,6 DISCUSSION,DISCUSSION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure5-1.png,12
15947,icse-icse2024,10.1145/3597503.3639210,6,4,4.0,3 DESIGN,DESIGN,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639210-Figure6-1.png,12
15948,icse-icse2024,10.1145/3597503.3623321,2,8,7.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623321-Figure2-1.png,13
15949,icse-icse2024,10.1145/3597503.3623321,1,3,2.0,3 FUZZSLICE APPROACH,FUZZSLICE APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623321-Figure1-1.png,13
15950,icse-icse2024,10.1145/3597503.3639191,1,1,1.0,2 BACKGROUND,BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639191-Figure1-1.png,13
15951,icse-icse2024,10.1145/3597503.3639191,5,7,7.0,5 RESULT ANALYSIS,RESULT ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639191-Figure5-1.png,13
15952,icse-icse2024,10.1145/3597503.3639191,6,7,7.0,5 RESULT ANALYSIS,RESULT ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639191-Figure6-1.png,13
15953,icse-icse2024,10.1145/3597503.3639191,2,3,2.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639191-Figure2-1.png,13
15954,icse-icse2024,10.1145/3597503.3639191,3,3,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639191-Figure3-1.png,13
15955,icse-icse2024,10.1145/3597503.3639191,4,4,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639191-Figure4-1.png,13
15956,icse-icse2024,10.1145/3597503.3639109,5,9,9.0,6 DISCUSSION,DISCUSSION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639109-Figure5-1.png,13
15957,icse-icse2024,10.1145/3597503.3639109,1,2,2.0,2 BACKGROUND AND MOTIVATION EXAMPLE,BACKGROUND AND MOTIVATION EXAMPLE,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639109-Figure1-1.png,13
15958,icse-icse2024,10.1145/3597503.3639109,4,8,8.0,5 EXPERIMENT RESULTS RQ1: Correctness of Generated Test Cases,EXPERIMENT RESULTS RQ1: Correctness of Generated Test Cases,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639109-Figure4-1.png,13
15959,icse-icse2024,10.1145/3597503.3639109,3,8,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639109-Figure3-1.png,13
15960,icse-icse2024,10.1145/3597503.3639119,5,8,7.0,5 ANALYSES AND RESULTS,ANALYSES AND RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639119-Figure5-1.png,12
15961,icse-icse2024,10.1145/3597503.3623344,4,5,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623344-Figure4-1.png,13
15962,icse-icse2024,10.1145/3597503.3623344,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623344-Figure1-1.png,13
15963,icse-icse2024,10.1145/3597503.3623344,2,2,2.0,2 BACKGROUND,BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623344-Figure2-1.png,13
15964,icse-icse2024,10.1145/3597503.3623344,3,3,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623344-Figure3-1.png,13
15965,icse-icse2024,10.1145/3597503.3623344,5,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623344-Figure5-1.png,13
15966,icse-icse2024,10.1145/3597503.3623344,6,8,8.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3623344-Figure6-1.png,13
15967,icse-icse2024,10.1145/3597503.3639115,5,5,5.0,4 EXPERIMENTAL SETUP,EXPERIMENTAL SETUP,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639115-Figure5-1.png,12
15968,icse-icse2024,10.1145/3597503.3639115,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639115-Figure1-1.png,12
15969,icse-icse2024,10.1145/3597503.3639115,3,3,2.0,3 FLAKESYNC,FLAKESYNC,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639115-Figure3-1.png,12
15970,icse-icse2024,10.1145/3597503.3639115,6,8,7.0,5 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639115-Figure6-1.png,12
15971,icse-icse2024,10.1145/3597503.3639115,4,4,4.0,3 FLAKESYNC,FLAKESYNC,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639115-Figure4-1.png,12
15972,icse-icse2024,10.1145/3597503.3639112,4,5,5.0,4 IMPLEMENTATION,IMPLEMENTATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639112-Figure4-1.png,12
15973,icse-icse2024,10.1145/3597503.3639112,5,6,6.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639112-Figure5-1.png,12
15974,icse-icse2024,10.1145/3597503.3639112,6,6,6.0,5 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639112-Figure6-1.png,12
15975,icse-icse2024,10.1145/3597503.3639112,1,2,2.0,2 BACKGROUND AND MOTIVATION,BACKGROUND AND MOTIVATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639112-Figure1-1.png,12
15976,icse-icse2024,10.1145/3597503.3639112,2,3,3.0,3 DBMS EQUIVALENT TRANSFORMATION,DBMS EQUIVALENT TRANSFORMATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639112-Figure2-1.png,12
15977,icse-icse2024,10.1145/3597503.3639112,3,4,3.0,3 DBMS EQUIVALENT TRANSFORMATION,DBMS EQUIVALENT TRANSFORMATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639112-Figure3-1.png,12
15978,icse-icse2024,10.1145/3597503.3640323,2,4,4.0,,,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3640323-Figure2-1.png,12
15979,icse-icse2024,10.1145/3597503.3639138,4,5,5.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure4-1.png,13
15980,icse-icse2024,10.1145/3597503.3639138,5,5,5.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure5-1.png,13
15981,icse-icse2024,10.1145/3597503.3639138,3,5,5.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure3-1.png,13
15982,icse-icse2024,10.1145/3597503.3639138,6,6,6.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure6-1.png,13
15983,icse-icse2024,10.1145/3597503.3639138,7,6,6.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure7-1.png,13
15984,icse-icse2024,10.1145/3597503.3639138,1,2,2.0,3 RESEARCH QUESTIONS,RESEARCH QUESTIONS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure1-1.png,13
15985,icse-icse2024,10.1145/3597503.3639138,2,2,2.0,3 RESEARCH QUESTIONS,RESEARCH QUESTIONS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure2-1.png,13
15986,icse-icse2024,10.1145/3597503.3639138,11,7,7.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure11-1.png,13
15987,icse-icse2024,10.1145/3597503.3639138,10,7,7.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure10-1.png,13
15988,icse-icse2024,10.1145/3597503.3639138,12,8,8.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure12-1.png,13
15989,icse-icse2024,10.1145/3597503.3639138,14,8,8.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure14-1.png,13
15990,icse-icse2024,10.1145/3597503.3639138,13,8,8.0,6 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639138-Figure13-1.png,13
15991,icse-icse2024,10.1145/3597503.3639121,3,5,5.0,3 FUZZ4ALL APPROACH,FUZZ4ALL APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639121-Figure3-1.png,13
15992,icse-icse2024,10.1145/3597503.3639121,4,7,6.0,5 RESULTS,RESULTS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639121-Figure4-1.png,13
15993,icse-icse2024,10.1145/3597503.3639121,1,3,2.0,3 FUZZ4ALL APPROACH,FUZZ4ALL APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639121-Figure1-1.png,13
15994,icse-icse2024,10.1145/3597503.3639121,2,4,4.0,3 FUZZ4ALL APPROACH,FUZZ4ALL APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639121-Figure2-1.png,13
15995,icse-icse2024,10.1145/3597503.3639118,4,5,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639118-Figure4-1.png,12
15996,icse-icse2024,10.1145/3597503.3639118,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639118-Figure1-1.png,12
15997,icse-icse2024,10.1145/3597503.3639118,2,2,2.0,2 MOTIVATIONAL STUDY AND BACKGROUND,MOTIVATIONAL STUDY AND BACKGROUND,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639118-Figure2-1.png,12
15998,icse-icse2024,10.1145/3597503.3639118,5,7,6.0,5 RESULTS AND ANALYSIS,RESULTS AND ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639118-Figure5-1.png,12
15999,icse-icse2024,10.1145/3597503.3639118,3,3,8.0,5 RESULTS AND ANALYSIS,RESULTS AND ANALYSIS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639118-Figure3-1.png,12
16000,icse-icse2024,10.1145/3597503.3639580,12,5,5.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure12-1.png,12
16001,icse-icse2024,10.1145/3597503.3639580,1,1,1.0,1 INTRODUCTION,INTRODUCTION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure1-1.png,12
16002,icse-icse2024,10.1145/3597503.3639580,2,1,1.0,2 MOTIVATION FOR SYNTACTIC SUGARS,MOTIVATION FOR SYNTACTIC SUGARS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure2-1.png,12
16003,icse-icse2024,10.1145/3597503.3639580,4,2,2.0,2 MOTIVATION FOR SYNTACTIC SUGARS,MOTIVATION FOR SYNTACTIC SUGARS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure4-1.png,12
16004,icse-icse2024,10.1145/3597503.3639580,5,2,2.0,2 MOTIVATION FOR SYNTACTIC SUGARS,MOTIVATION FOR SYNTACTIC SUGARS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure5-1.png,12
16005,icse-icse2024,10.1145/3597503.3639580,6,2,2.0,2 MOTIVATION FOR SYNTACTIC SUGARS,MOTIVATION FOR SYNTACTIC SUGARS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure6-1.png,12
16006,icse-icse2024,10.1145/3597503.3639580,7,2,2.0,2 MOTIVATION FOR SYNTACTIC SUGARS,MOTIVATION FOR SYNTACTIC SUGARS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure7-1.png,12
16007,icse-icse2024,10.1145/3597503.3639580,3,2,2.0,2 MOTIVATION FOR SYNTACTIC SUGARS,MOTIVATION FOR SYNTACTIC SUGARS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure3-1.png,12
16008,icse-icse2024,10.1145/3597503.3639580,8,3,3.0,2 MOTIVATION FOR SYNTACTIC SUGARS,MOTIVATION FOR SYNTACTIC SUGARS,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure8-1.png,12
16009,icse-icse2024,10.1145/3597503.3639580,11,4,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure11-1.png,12
16010,icse-icse2024,10.1145/3597503.3639580,10,4,3.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639580-Figure10-1.png,12
16011,icse-icse2024,10.1145/3597503.3639102,5,10,10.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639102-Figure5-1.png,13
16012,icse-icse2024,10.1145/3597503.3639102,3,7,7.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639102-Figure3-1.png,13
16013,icse-icse2024,10.1145/3597503.3639102,1,3,3.0,2 BACKGROUND AND MOTIVATION,BACKGROUND AND MOTIVATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639102-Figure1-1.png,13
16014,icse-icse2024,10.1145/3597503.3639102,6,11,10.0,4 EVALUATION,EVALUATION,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639102-Figure6-1.png,13
16015,icse-icse2024,10.1145/3597503.3639102,2,4,4.0,3 APPROACH,APPROACH,../datacollection/pdf_analysis/icse-icse2024/figures/10_1145-3597503_3639102-Figure2-1.png,13
